"student_id","cohort","gender","age","state","undergrad_gpa","track","conditional_admit"
"0vhc4780pf","Spring 2021","Male",32.9,"WI",3.64,"Accelerated",FALSE
"4k5qaw9ud7","Spring 2021","Male",41.7,"NH",2.51,"Part Time",TRUE
"87fj81shov","Spring 2021","Female",39.7,"MO",3.11,"Part Time",TRUE
"ij6png3vkn","Spring 2021","Female",35,"IL",2.79,"Part Time",FALSE
"5i1enz1v2z","Spring 2021",NA,36.4,"NC",2.97,"Part Time",FALSE
"tmicquyywo","Spring 2021","Female",29.5,"NY",2.95,"Full Time",FALSE
"ryrp9s5ddq","Spring 2021","Male",38.4,"RI",3.1,"Part Time",FALSE
"i5fvewc7zo","Spring 2021","Male",34.4,"MT",3.62,"Part Time",TRUE
"ocvck2xqgx","Spring 2021","Female",34,"MO",2.52,"Part Time",FALSE
"sfabumkwnw","Spring 2021",NA,22.6,"WV",3.13,"Accelerated",FALSE
"wrfb9iasoi","Spring 2021","Female",34.1,"OR",3.46,"Full Time",FALSE
"ffoz49qa75","Spring 2021","Female",30.7,"MS",2.92,"Full Time",FALSE
"qi051u10p8","Spring 2021","Female",22.2,"ID",3.5,"Accelerated",FALSE
"itvf4rips4","Spring 2021","Female",31.3,"MA",3.13,"Part Time",FALSE
"7hec1ln2jt","Spring 2021","Male",27.9,NA,2.96,"Full Time",FALSE
"uuci311g6p","Spring 2021","Female",30.3,"MN",3.38,"Accelerated",FALSE
"71zr3k4h8f","Spring 2021","Female",27.6,"MN",3.67,"Accelerated",FALSE
"58hj7hu0c7","Spring 2021","Female",22.8,"NJ",3.16,"Accelerated",FALSE
"816n119n90","Spring 2021",NA,30.8,"IN",3.42,"Full Time",FALSE
"rp7broxug6","Spring 2021","Male",31,"OK",3.73,"Accelerated",FALSE
"9rmv00us2y","Spring 2021","Male",28,"WA",3.62,"Full Time",FALSE
"lqum2umuwi","Spring 2021","Female",39.6,"AK",3.36,"Part Time",TRUE
"kl65kxf1m7","Spring 2021","Female",24.3,"TX",3.6,"Accelerated",FALSE
"4l4hl4doid","Spring 2021","Male",30.1,NA,3.22,"Accelerated",FALSE
"08lkytqca7","Spring 2021","Male",34.1,"SC",3.58,"Full Time",FALSE
"x63qlkehfd","Spring 2021","Male",43.3,"CO",3.23,"Part Time",FALSE
"8dlafaicq2","Spring 2021","Male",38.8,"AZ",2.98,"Full Time",TRUE
"9avl33ls3w","Spring 2021","Female",39.6,"MI",3.54,"Part Time",FALSE
"wo1iebo5ij","Spring 2021","Male",29.5,"MS",3.37,"Full Time",FALSE
"6qz5qqvwrx","Spring 2021","Male",30.7,"AZ",3.34,"Full Time",TRUE
"wr2lhhnlv7","Spring 2021","Male",28.1,"IN",3.15,"Accelerated",FALSE
"46xsnfaszp","Spring 2021","Male",33,"RI",3.04,"Full Time",TRUE
"1ot5i0vy9w","Spring 2021","Female",28.3,"ME",3.07,"Accelerated",FALSE
"b7bpzq54a0","Spring 2021","Male",36.6,"KS",2.27,"Part Time",FALSE
"954y1mjgbr","Spring 2021","Female",31.8,"OK",3.29,"Full Time",FALSE
"mh0ty50jfn","Spring 2021","Female",34,"VT",2.6,"Part Time",FALSE
"fj49scogxs","Spring 2021","Female",34.8,"ME",3.57,"Full Time",FALSE
"cjwmroemqn","Spring 2021","Male",38.9,"NH",2.97,"Part Time",TRUE
"7nsosmvqfl","Spring 2021","Male",32.2,"CO",3.29,"Part Time",TRUE
"xk425fb2yl","Spring 2021","Female",19.4,"CA",NA,"Accelerated",FALSE
"p23b6pa9z4","Spring 2021","Male",27.9,"ME",NA,"Accelerated",FALSE
"oycl8hplx6","Spring 2021","Female",21,"VT",3.36,"Accelerated",FALSE
"45lqzuycaf","Spring 2021","Female",41.5,"OH",3.05,"Part Time",TRUE
"fdia9yhtab","Spring 2021","Female",32.9,"NM",2.85,"Part Time",TRUE
"vicuxt9r5i","Spring 2021","Female",32.9,"KY",3.51,"Accelerated",FALSE
"etmvzhec0w","Spring 2021","Female",26.7,"GA",3.08,"Full Time",FALSE
"b1oykqb3qj","Spring 2021","Male",36.3,"GA",3,"Part Time",TRUE
"9rg80jdy6z","Spring 2021","Male",27.1,"OH",3.67,"Full Time",FALSE
"m3xqdaetvu","Spring 2021","Female",30.2,"LA",3.29,"Full Time",TRUE
"cjcpbg33m6","Spring 2021",NA,35.4,"MA",3.52,"Full Time",FALSE
"orzsf5pxoo","Spring 2021","Male",24.1,"OH",3.58,"Accelerated",FALSE
"wpvrhealyw","Spring 2021","Female",33.1,"MI",3.03,"Part Time",TRUE
"j55j7gqd56","Spring 2021","Female",27.2,"ID",3.58,"Accelerated",FALSE
"sgjf8ixk33","Spring 2021","Female",37.3,"SD",2.81,"Part Time",FALSE
"5j7d85j41t","Spring 2021","Male",33.5,"NJ",2.75,"Part Time",FALSE
"8n5qnu8wpf","Spring 2021","Female",21.6,"LA",3.54,"Accelerated",FALSE
"8cwagscudr","Spring 2021","Male",29.4,"NY",2.97,"Part Time",FALSE
"svvcq6m0uk","Spring 2021","Female",32.1,"ND",3.66,"Full Time",FALSE
"x05kfdqvp6","Spring 2021","Male",38,"UT",2.97,"Part Time",TRUE
"3r20jto642","Spring 2021","Female",30,"WA",3.55,"Part Time",FALSE
"s6hjpy8yub","Spring 2021","Female",24.2,"NY",3.32,"Full Time",TRUE
"bzly9m88b6","Spring 2021","Male",34.1,"ND",3.3,"Full Time",FALSE
"gi9fxxa69d","Spring 2021","Female",24.7,"KY",3.12,"Full Time",FALSE
"pp1ros9obk","Spring 2021","Female",22.9,"SD",NA,"Accelerated",FALSE
"4hwxrvkfvf","Spring 2021","Female",28.3,"CA",NA,"Full Time",FALSE
"93ao1a27n1","Spring 2021",NA,35.2,"CO",3.4,"Full Time",FALSE
"lta61r1xn5","Spring 2021","Male",31.8,"CT",3.02,"Full Time",FALSE
"bb7qdfh83v","Spring 2021","Male",40.6,"MA",2.51,"Full Time",FALSE
"kdy1fm6e25","Spring 2021","Female",30.5,"CA",4.04,"Full Time",FALSE
"9po7teg77g","Spring 2021",NA,28.7,"CT",3.37,"Accelerated",FALSE
"logek4ypqs","Spring 2021","Male",33.1,"MN",3.26,"Part Time",FALSE
"4pe1p8kwvy","Spring 2021","Male",30.5,"TN",3.03,"Full Time",FALSE
"xvsepe015s","Spring 2021","Male",19.7,"ME",3.58,"Accelerated",FALSE
"9633anw5ip","Spring 2021","Male",31.9,NA,3.57,"Part Time",FALSE
"qshqltsfzn","Spring 2021",NA,30.3,"MD",3.49,"Full Time",FALSE
"10bmglms2h","Spring 2021","Male",36.6,"KS",3.37,"Part Time",FALSE
"ykg338cn0e","Spring 2021","Female",34.9,"FL",2.44,"Full Time",FALSE
"xp0qyq2t9q","Spring 2021","Male",38.6,"ND",2.75,"Part Time",FALSE
"yidqh0l9jj","Spring 2021","Female",36.1,"VA",3.16,"Full Time",TRUE
"lhwfc0l8dj","Spring 2021","Male",45.6,NA,2.54,"Part Time",TRUE
"zduyn3l8lo","Spring 2021","Female",28.8,"ND",4.07,"Accelerated",FALSE
"inlu4c5vi6","Spring 2021","Female",40.3,"CO",3.12,"Full Time",FALSE
"7vo5ewdqoe","Spring 2021","Male",38.5,NA,3.29,"Part Time",FALSE
"fv2sullk2l","Spring 2021","Male",44.2,"WV",3.34,"Part Time",FALSE
"qlwrcam4oe","Spring 2021","Male",43,"IN",2.51,"Part Time",TRUE
"2vhj4eyusa","Spring 2021","Female",32.3,NA,2.44,"Full Time",FALSE
"2nnnhxz008","Spring 2021","Male",33.8,"SD",2.68,"Part Time",TRUE
"6ow0u6a7dy","Spring 2021","Female",17.8,"NY",3.73,"Accelerated",FALSE
"o03dm3u3oa","Spring 2021","Female",41.7,"MT",3.16,"Part Time",TRUE
"ruliy19koh","Spring 2021","Male",26.4,"MT",3.23,"Accelerated",FALSE
"11yince8n1","Spring 2021","Female",25.5,"NM",3.16,"Full Time",FALSE
"aa5l1ko2h4","Spring 2021","Female",37.6,"FL",3.89,"Full Time",FALSE
"i0nqyoc2oe","Spring 2021","Female",27.2,"MS",2.94,"Full Time",FALSE
"xr59ljowpx","Spring 2021","Female",20.4,"ME",NA,"Accelerated",FALSE
"l84nv8kwui","Spring 2021","Female",23.6,"CO",3.26,"Accelerated",FALSE
"dqtgsx6m7m","Spring 2021","Male",24.4,"OK",3.39,"Full Time",FALSE
"5oroppvt7h","Spring 2021","Male",38,"TX",3.17,"Part Time",TRUE
"tebe95tv88","Spring 2021","Female",35.3,"WA",3.29,"Part Time",TRUE
"720ynn3x90","Spring 2021","Female",43.4,NA,2.61,"Part Time",TRUE
"98e8to0qrg","Spring 2021","Male",35.8,"AL",NA,"Part Time",FALSE
"quopzxfgpx","Spring 2021","Male",43.6,NA,3.1,"Part Time",FALSE
"fcqr3pwohr","Spring 2021","Male",24.7,"GA",3.65,"Accelerated",FALSE
"f7cd322xnr","Spring 2021","Male",26,"NY",NA,"Accelerated",FALSE
"eeit8z05vb","Spring 2021","Male",31.6,"CO",3.55,"Accelerated",FALSE
"c41ovw93y1","Spring 2021","Male",34.7,"IA",3.18,"Full Time",FALSE
"io0lwwp76a","Spring 2021","Female",30.8,"NE",3.48,"Full Time",FALSE
"nrn1hhbp5m","Spring 2021",NA,33.2,"VT",3.28,"Full Time",FALSE
"sujtue7891","Spring 2021","Female",30,"WY",3.36,"Full Time",FALSE
"oqkg3d60ym","Spring 2021","Male",35.3,NA,3.11,"Full Time",FALSE
"kiy1mlxwkj","Spring 2021","Male",31.2,NA,3.29,"Part Time",FALSE
"bq4a85amla","Spring 2021",NA,29.4,"VT",2.8,"Full Time",FALSE
"2nvaogs4wy","Spring 2021",NA,28.9,"FL",3.31,"Accelerated",FALSE
"6da8cxfs7f","Spring 2021","Male",28.2,"NE",3.3,"Full Time",FALSE
"riaq5u69ox","Spring 2021","Female",32.5,"MA",3.34,"Full Time",FALSE
"5lpkwlsz5b","Spring 2021","Female",26.5,"AK",3.46,"Full Time",FALSE
"0ser92vlp5","Spring 2021","Female",33.2,"WA",3.45,"Full Time",FALSE
"0oqhacac79","Spring 2021","Female",29.3,"AZ",3.48,"Full Time",FALSE
"ylc4c053n7","Spring 2021","Female",28.6,"OR",3.38,"Full Time",FALSE
"ntxyua3gw5","Spring 2021","Female",35.1,"IA",3.33,"Part Time",TRUE
"qmf5uvzt0a","Spring 2021","Female",34.1,"NC",3.45,"Full Time",FALSE
"goh5ekcgjp","Spring 2021","Female",32.9,"NE",3.24,"Full Time",FALSE
"h9alnp8bsf","Spring 2021","Male",29.7,"RI",3.29,"Full Time",FALSE
"njqvp4zb5c","Spring 2021","Female",42.3,"IL",2.71,"Part Time",FALSE
"qh3dwoudiw","Spring 2021","Female",34,"MT",2.86,"Part Time",FALSE
"ptck1oyhg5","Spring 2021","Male",25.6,"KS",2.91,"Full Time",FALSE
"pcrc3ws1ab","Spring 2021","Female",36.2,"SC",2.53,"Part Time",TRUE
"1yla9aspui","Spring 2021","Male",35.2,"NY",NA,"Part Time",TRUE
"e8pnqr93ko","Spring 2021","Male",39.6,"NE",3.11,"Part Time",FALSE
"if723fqhks","Spring 2021","Female",30.7,"WI",3.09,"Part Time",FALSE
"ic978j01z1","Spring 2021","Female",20.7,"CO",3.56,"Accelerated",FALSE
"re05p39xca","Spring 2021","Male",28.9,"MS",2.82,"Full Time",TRUE
"nx3nn5qjol","Spring 2021","Female",39.8,"NM",2.97,"Full Time",FALSE
"ds0kkpymby","Spring 2021","Female",25,NA,3.01,"Full Time",FALSE
"i7wnv23pn7","Spring 2021","Female",29.5,"IL",3.24,"Full Time",FALSE
"1xoh5jmg9t","Spring 2021","Male",32.2,"MN",3.05,"Full Time",FALSE
"ceb7lw9b4e","Spring 2021","Female",33.4,"NY",3.23,"Full Time",FALSE
"x286gr1m6q","Spring 2021","Male",35.3,"NC",3.23,"Part Time",FALSE
"e13ciwefi4","Spring 2021","Male",39.7,"WI",2.91,"Full Time",FALSE
"osw6zzd8yb","Spring 2021",NA,35.7,"MO",2.44,"Part Time",TRUE
"54ozrrha95","Spring 2021","Female",19.5,"MO",3.14,"Accelerated",FALSE
"x0ozm0hnhb","Spring 2021","Male",28.6,"LA",3.35,"Accelerated",FALSE
"ojrf9ep6e8","Spring 2021","Female",32.3,"MA",2.99,"Full Time",FALSE
"r2aza8cbiy","Spring 2021","Female",20.9,"IA",3.55,"Accelerated",FALSE
"7cgoh3c51u","Spring 2021","Male",34.8,"OH",2.77,"Full Time",FALSE
"ee7m7ozrfm","Spring 2021","Male",37.9,"ID",2.92,"Part Time",TRUE
"jjdo72utwy","Spring 2021","Female",32.5,"NE",NA,"Full Time",FALSE
"h8sidv4roz","Spring 2021","Male",36.2,"IN",3.64,"Part Time",TRUE
"jrmbg6j8n1","Spring 2021","Female",32.1,"NM",2.78,"Full Time",TRUE
"fcfzsgdrmn","Spring 2021","Male",26.6,"DE",3.3,"Full Time",FALSE
"j3sdudifj8","Spring 2021","Female",33.3,"WA",2.92,"Full Time",FALSE
"mqzx1tb38q","Spring 2021","Male",29.3,NA,3.64,"Full Time",FALSE
"sw45herph9","Spring 2021","Male",34.5,"WV",2.84,"Part Time",FALSE
"ihnwdi7oio","Spring 2021","Male",31.9,"NC",2.8,"Full Time",FALSE
"ge4nphcyte","Spring 2021","Female",33.5,"OR",NA,"Part Time",FALSE
"kja2iizb6f","Spring 2021","Male",28,"ME",3.18,"Accelerated",FALSE
"utoezffu0i","Spring 2021","Female",26.5,"WY",3.54,"Accelerated",FALSE
"w6t7g0w6c0","Spring 2021",NA,26.8,"VT",3.57,"Accelerated",FALSE
"tv9kys4zg0","Spring 2021","Male",29.8,"NH",4.02,"Accelerated",FALSE
"yc1l8r477p","Spring 2021","Female",36.9,"MN",2.76,"Part Time",TRUE
"quzbzk6k74","Spring 2021","Female",35.8,"MS",2.41,"Part Time",TRUE
"7lfum2ycxs","Spring 2021","Female",33.6,"SD",3.05,"Part Time",TRUE
"reeu3194ml","Spring 2021","Male",33.5,"SC",3.62,"Full Time",TRUE
"yvh8keh537","Spring 2021","Female",40.3,NA,3.35,"Part Time",FALSE
"qzahcefkyi","Spring 2021",NA,33.5,"NC",3.17,"Full Time",FALSE
"pg1ywyj0f4","Spring 2021","Male",37.4,"NV",3.59,"Full Time",FALSE
"0rr77pzun9","Spring 2021","Female",25.3,"MI",3.11,"Full Time",FALSE
"4yzxetpk0z","Spring 2021","Male",36.8,NA,2.79,"Part Time",TRUE
"wdj1tmb2w6","Spring 2021","Female",40.2,"OK",3.34,"Part Time",TRUE
"kfeavu92x2","Spring 2021","Female",20.2,"NE",3.42,"Accelerated",FALSE
"7cbc02lwyw","Spring 2021","Female",29.5,"IL",3.89,"Full Time",FALSE
"ekwn5w2h6h","Spring 2021","Female",38.1,"CA",NA,"Part Time",TRUE
"l5z38e14zk","Spring 2021","Female",33.9,"MT",2.95,"Full Time",FALSE
"em6hke2mu0","Spring 2021","Male",31.2,"FL",NA,"Full Time",FALSE
"g566okoigy","Spring 2021","Male",24.3,"ME",3.5,"Accelerated",FALSE
"d5tmlsgq58","Spring 2021",NA,33.5,"NY",3.33,"Full Time",FALSE
"fj8qdc8ac4","Spring 2021","Male",39.4,"VA",3.21,"Part Time",TRUE
"mryt39wcy4","Spring 2021","Female",26.5,"IA",3.48,"Full Time",FALSE
"ep1wlxi97a","Spring 2021","Female",23.4,"MA",3.64,"Full Time",FALSE
"rjbgi94h09","Spring 2021","Female",23,"NH",3.11,"Accelerated",FALSE
"v97wiog1wl","Spring 2021","Female",26,"AZ",3.82,"Accelerated",FALSE
"41oevhnlal","Spring 2021","Male",36.1,"NE",3.01,"Full Time",TRUE
"nljr6kshoy","Spring 2021","Male",28.1,"TN",2.54,"Full Time",FALSE
"2a3vykoclm","Spring 2021","Male",35.2,"CO",2.78,"Part Time",FALSE
"8000cwx4bb","Spring 2021","Female",42.7,"CA",3.27,"Part Time",TRUE
"had4b244ep","Spring 2021","Female",30.4,"NC",3.41,"Full Time",FALSE
"bsnx7kfh5j","Spring 2021",NA,41.7,"CT",3.18,"Part Time",FALSE
"p0lclptzl4","Spring 2021","Male",25.2,"PA",2.83,"Part Time",TRUE
"8091mobmlu","Spring 2021","Female",46.4,"VT",2.53,"Part Time",FALSE
"akaxd51epi","Spring 2021","Female",28.7,"AR",3.26,"Full Time",FALSE
"2d7jvcwqym","Spring 2021","Male",37.2,"LA",2.95,"Part Time",TRUE
"16v3jn6fcw","Spring 2021","Female",28.4,"SD",NA,"Full Time",FALSE
"0zqh5pwk40","Spring 2021","Male",40.7,"NV",2.63,"Full Time",TRUE
"kwch1td9r6","Spring 2021","Female",36,"ND",2.81,"Full Time",FALSE
"xink78xhxt","Spring 2021","Male",24.1,"VA",3.26,"Accelerated",FALSE
"kpt19k9nn5","Spring 2021","Male",36.5,"MN",2.96,"Part Time",TRUE
"zxjdus7csn","Spring 2021","Female",31,"WI",3.17,"Full Time",FALSE
"v2xloa7tq4","Spring 2021","Female",23.2,"AR",3.24,"Accelerated",FALSE
"wtzenwkmkf","Spring 2021","Male",28.1,"UT",NA,"Full Time",FALSE
"qos4tlpc4w","Spring 2021","Female",33.7,"WY",3.38,"Accelerated",FALSE
"mqz0ye180u","Spring 2021","Female",36.9,"FL",3.14,"Part Time",TRUE
"bkl5urorls","Spring 2021","Female",28,"CA",3.1,"Full Time",FALSE
"oc3wh3fhrq","Spring 2021","Male",31.2,"MS",3.23,"Full Time",FALSE
"20zikn0ctz","Spring 2021","Female",41.8,"NJ",2.84,"Part Time",FALSE
"a65xkt4tuo","Spring 2021","Female",22.3,"MS",2.72,"Accelerated",FALSE
"pfzsjdxt1y","Spring 2021","Male",33.8,"MN",2.72,"Full Time",FALSE
"vjs4gbrsdt","Spring 2021","Male",35.2,"WV",3.33,"Part Time",FALSE
"dt5fho80sx","Spring 2021","Male",29.8,"CA",2.98,"Full Time",FALSE
"bbxvfg6qr2","Spring 2021","Male",38.6,"CO",2.94,"Full Time",FALSE
"rklfotse01","Spring 2021","Female",24.3,"WV",3.15,"Full Time",FALSE
"bec76j7i89","Spring 2021","Male",38,"VT",2.56,"Part Time",FALSE
"l18otpspj5","Spring 2021","Male",36.4,"MD",3.11,"Part Time",FALSE
"sd8nxwc9xi","Spring 2021","Male",31.8,"ME",3.2,"Full Time",FALSE
"kq3vpgwlrc","Spring 2021","Female",16.4,"CA",3.02,"Accelerated",FALSE
"au9byt3a5w","Spring 2021","Male",28.6,"VT",NA,"Full Time",FALSE
"rndla2z6tq","Spring 2021","Female",26.9,"MT",2.78,"Accelerated",FALSE
"8ulpfj8vvt","Spring 2021","Male",37.6,"NH",3.11,"Part Time",TRUE
"p64xcwma5p","Spring 2021","Male",30.5,"NH",2.87,"Full Time",TRUE
"nbjc7v25yk","Spring 2021","Male",22,"IL",3.64,"Full Time",FALSE
"gsq99mkdtb","Spring 2021","Female",28.6,"AL",3.38,"Accelerated",FALSE
"4relckyz8o","Spring 2021","Female",32.6,"ID",3.01,"Full Time",TRUE
"8q3n7czu5x","Spring 2021","Male",45.4,"CT",2.79,"Part Time",FALSE
"ib3srjt2fm","Spring 2021","Male",37.2,"RI",2.88,"Part Time",FALSE
"hz9hakexxg","Spring 2021","Female",36.1,"MA",3.21,"Part Time",TRUE
"y6aea57ftw","Spring 2021","Female",26.1,"SC",3.01,"Part Time",FALSE
"spaodjz2k5","Spring 2021","Female",38.4,"AZ",3.26,"Part Time",TRUE
"jqwwdt51ro","Spring 2021",NA,38.5,"AR",2.81,"Part Time",FALSE
"wjg0ekuqbh","Spring 2021","Female",28,"OK",3.75,"Full Time",FALSE
"w0klvzqx2h","Spring 2021","Male",31.6,"MA",3.29,"Accelerated",FALSE
"x5lxs2b0rf","Spring 2021","Female",30.1,"AZ",3.34,"Full Time",FALSE
"neenlvyyxu","Spring 2021","Male",37.2,"IN",3.78,"Full Time",FALSE
"yrv6p9bnda","Spring 2021","Female",31.7,"DE",3.18,"Full Time",FALSE
"7outigkcj4","Spring 2021","Male",28,"CA",3.58,"Accelerated",FALSE
"z00zkbepwh","Spring 2021","Male",24,"FL",3.59,"Accelerated",FALSE
"g6qh875nu2","Spring 2021","Female",30.2,"UT",3.3,"Accelerated",FALSE
"cowsjwa9lx","Spring 2021","Male",33.6,"TN",3.2,"Full Time",TRUE
"yx8qevbtcp","Spring 2021","Female",32.9,"KS",3.15,"Full Time",FALSE
"ryos9255nm","Spring 2021","Female",34.9,"OR",3.22,"Part Time",FALSE
"8kysbmchsr","Spring 2021","Male",21.6,"ME",3.02,"Accelerated",FALSE
"8m7soo3e1c","Spring 2021","Male",33.3,"WY",3.23,"Part Time",TRUE
"01i7q7znzt","Spring 2021","Female",35.1,"CA",3.41,"Part Time",FALSE
"9wjzxxbbj4","Spring 2021","Male",30.9,"MT",3.3,"Full Time",FALSE
"5lhgth1c5j","Spring 2021",NA,28.2,"NH",3.65,"Full Time",FALSE
"dd3a3iza9v","Spring 2021","Female",23.8,"OR",3.28,"Accelerated",FALSE
"5pkg3gq69j","Spring 2021","Female",26.6,"NH",2.99,"Accelerated",FALSE
"ludtdotoo4","Spring 2021","Female",38.9,"SD",2.35,"Full Time",FALSE
"3do2xroi6z","Spring 2021","Female",38.5,"ND",3.59,"Part Time",FALSE
"uezsft9x14","Spring 2021","Male",13.6,NA,3.52,"Accelerated",FALSE
"8y24lrlvf9","Spring 2021","Male",44.9,"MI",3.04,"Part Time",FALSE
"x70brtono3","Spring 2021","Male",32,"TN",2.99,"Full Time",FALSE
"k1mkbhxbqy","Spring 2021",NA,27.9,"IN",3.99,"Full Time",FALSE
"f1x1q0k4qn","Spring 2021","Female",35.9,"SD",3.35,"Full Time",TRUE
"puozxgmlkb","Spring 2021","Female",30,NA,3.16,"Accelerated",FALSE
"b6acf74zw5","Spring 2021","Female",35.1,"WV",3.34,"Part Time",TRUE
"78icfamk89","Spring 2021","Male",36.9,"DE",3.21,"Full Time",FALSE
"2tf34fhegg","Spring 2021","Female",35.3,"RI",3.26,"Full Time",FALSE
"ekk9mvbwad","Spring 2021","Female",31.7,NA,3.09,"Full Time",FALSE
"kwdfmaztzh","Spring 2021","Female",31.7,"KY",3.05,"Full Time",FALSE
"naxpghc1og","Spring 2021","Female",24.5,"AR",3.3,"Full Time",FALSE
"kd26ktv4p0","Spring 2021","Female",43.2,"WV",3.29,"Part Time",FALSE
"2wcvurruju","Spring 2021","Female",40.9,"AZ",2.54,"Part Time",TRUE
"ji03ctwl6c","Spring 2021","Male",37.3,"SC",3.61,"Full Time",FALSE
"w5g91jtqq2","Spring 2021","Female",30.6,"WA",3.24,"Full Time",FALSE
"qm6w3zlaea","Spring 2021","Female",35.5,"MI",3.27,"Full Time",TRUE
"i4lwyetu7c","Spring 2021","Female",32.9,NA,3.14,"Full Time",TRUE
"annnh0qw12","Spring 2021","Male",21.7,NA,3.44,"Accelerated",FALSE
"g291wixmn6","Spring 2021","Female",34.6,"MO",3.06,"Full Time",FALSE
"3x4b7dkowd","Spring 2021","Female",28.1,"IN",3.29,"Accelerated",FALSE
"e5l4g725qm","Spring 2021","Female",34.9,"AK",2.6,"Part Time",TRUE
"iz12hcflz3","Spring 2021","Male",33.5,"CA",3.43,"Part Time",FALSE
"obublknxci","Spring 2021","Female",22,"MO",3.63,"Accelerated",FALSE
"94gn3jaxrq","Spring 2021","Female",27.6,"CO",2.94,"Full Time",FALSE
"p51r569mql","Spring 2021","Male",32.3,"MN",3.7,"Accelerated",FALSE
"b80d3f5oz8","Spring 2021","Male",40.2,"CT",3.22,"Part Time",TRUE
"ionw6zppua","Spring 2021","Male",36.2,"ID",NA,"Part Time",FALSE
"hawswj9he9","Spring 2021","Male",26.6,"CA",3.29,"Accelerated",FALSE
"814bj4dxct","Spring 2021","Male",35.2,"NE",2.74,"Full Time",FALSE
"ud3r9jbexv","Spring 2021","Female",37.5,"AL",NA,"Full Time",FALSE
"7ryto1b36h","Spring 2021",NA,28.2,"ND",2.93,"Accelerated",FALSE
"f0360mcnfn","Spring 2021","Male",37.3,"TX",3.17,"Full Time",TRUE
"ul91fzkr2g","Spring 2021","Female",40.9,"NY",2.65,"Part Time",TRUE
"yomwqbgvg1","Spring 2021",NA,33.2,"CA",2.75,"Part Time",TRUE
"d06r4754nr","Spring 2021","Male",39.1,"AR",2.89,"Part Time",FALSE
"791jj3pilv","Spring 2021","Male",29.5,"IA",3.42,"Accelerated",FALSE
"5mn9j8w0uj","Spring 2021","Male",40.1,"IL",2.73,"Part Time",TRUE
"hxylwy2zsj","Spring 2021","Male",32.6,"ME",3.27,"Full Time",FALSE
"40o28ensny","Spring 2021","Male",39.6,"LA",3,"Part Time",FALSE
"618u86fxty","Spring 2021","Male",28.8,"HI",3.49,"Full Time",FALSE
"5slx7w7jpo","Spring 2021","Male",38.7,"IL",NA,"Part Time",FALSE
"b1eopkodoq","Spring 2021","Female",39.3,"AZ",3.17,"Part Time",FALSE
"m8h20c2m4e","Spring 2021","Female",22.1,"MA",3.87,"Accelerated",FALSE
"xtnfueahq3","Spring 2021","Male",31.2,"DE",2.99,"Accelerated",FALSE
"3g25c2p7oi","Spring 2021","Female",29.5,"AZ",2.77,"Full Time",FALSE
"sdo17c7kzu","Spring 2021","Female",34.6,"NC",3.37,"Full Time",FALSE
"gvm2yg2gav","Spring 2021","Male",28.7,"VA",3.42,"Accelerated",FALSE
"qei4cehk0h","Spring 2021","Female",27,"ME",3.95,"Accelerated",FALSE
"az2ie444qy","Spring 2021","Female",38.5,NA,3.83,"Full Time",FALSE
"hbt0qvegbr","Spring 2021","Male",25.8,"PA",3.74,"Accelerated",FALSE
"nz6dp6b94x","Spring 2021","Male",28.8,"DE",3.35,"Full Time",TRUE
"yum49yin10","Spring 2021","Male",27.7,"IL",3.52,"Accelerated",FALSE
"io7uka19rx","Spring 2021","Male",24.2,"MO",3.72,"Accelerated",FALSE
"xacvaa83ww","Spring 2021","Female",30.1,NA,2.95,"Part Time",FALSE
"8axc5yo6zz","Spring 2021",NA,38,"IN",3.12,"Part Time",FALSE
"2kit9071oe","Spring 2021","Male",38.6,"TX",2.96,"Part Time",TRUE
"4yc68kfy6s","Spring 2021","Male",20,"OK",3.6,"Full Time",FALSE
"dktl1487ds","Spring 2021","Female",38.5,"OH",2.96,"Part Time",FALSE
"2dpdch1eg2","Spring 2021","Female",31.3,"KY",3.85,"Full Time",FALSE
"bx8sab93mz","Spring 2021","Female",30.7,"IL",3.19,"Full Time",FALSE
"8gs1bv3q6r","Spring 2021","Male",28.8,"SD",3.35,"Full Time",FALSE
"de8rwbyk4h","Spring 2021","Female",32.1,"UT",3.64,"Full Time",TRUE
"zcfum0pik9","Spring 2021","Male",32.3,"ID",2.27,"Part Time",TRUE
"vujo0euyyb","Spring 2021","Male",33.9,"TX",3.36,"Full Time",FALSE
"szecj0a7ui","Spring 2021","Female",42.3,"TX",2.44,"Part Time",FALSE
"i49cc1jq69","Spring 2021","Female",29.4,"TX",2.48,"Full Time",FALSE
"6ib0zskqx6","Spring 2021",NA,21.5,"UT",3.72,"Accelerated",FALSE
"9xbwrk4kjo","Spring 2021","Male",36.3,"CO",2.63,"Part Time",TRUE
"jrny50of75","Spring 2021",NA,22,"MO",3.83,"Accelerated",FALSE
"3otqekybhv","Spring 2021","Male",30.3,"OH",3.26,"Full Time",FALSE
"ccb7f7w2dd","Spring 2021","Male",20.7,"OH",3.08,"Accelerated",FALSE
"5xi4x49qmr","Spring 2021","Female",24.1,NA,3.9,"Accelerated",FALSE
"t22ae4cnma","Spring 2021","Female",37.6,"FL",3.19,"Part Time",TRUE
"mkqrfw2zxs","Spring 2021","Male",37.1,"VT",NA,"Part Time",TRUE
"7x924i0zy2","Spring 2021","Female",33.7,"AL",2.9,"Full Time",FALSE
